0.534,0.426,0.333,0.266,0.21,0.099,0.084,0.072,0.064,0.059,0.086,0.102,0.122,0.138,0.143,2.306,4.773,9.112,16.219,27.252,1.149,1.679,2.357,3.161,4.137,0.01,0.007,0.005,0.004,0.003,0.962,0.921,0.849,0.727,0.532,1
0.269,0.217,0.185,0.149,0.114,0.038,0.034,0.031,0.029,0.028,0.313,0.342,0.375,0.395,0.403,19.258,33.563,54.278,81.728,133.451,3.257,4.292,5.378,6.638,8.647,0.001,0.001,0.001,0.001,0.001,0.967,0.942,0.907,0.865,0.807,1
0.147,0.115,0.094,0.078,0.066,0.026,0.024,0.022,0.02,0.02,0.476,0.514,0.555,0.574,0.563,71.742,122.293,198.848,290.539,395.226,6.485,8.444,10.721,13.043,15.256,0.001,0.001,0.0,0.0,0.0,0.893,0.817,0.702,0.561,0.38,1
0.553,0.469,0.411,0.352,0.314,0.15,0.134,0.122,0.114,0.109,0.048,0.055,0.062,0.066,0.066,1.987,3.404,5.266,7.893,10.448,1.072,1.426,1.773,2.191,2.539,0.023,0.018,0.015,0.013,0.012,0.86,0.761,0.632,0.449,0.273,1
0.491,0.384,0.304,0.253,0.219,0.102,0.086,0.076,0.07,0.068,0.081,0.094,0.11,0.123,0.127,3.025,6.361,11.606,19.306,27.104,1.332,1.955,2.667,3.421,4.018,0.01,0.007,0.006,0.005,0.005,0.937,0.867,0.757,0.594,0.43,1
0.489,0.376,0.298,0.252,0.216,0.093,0.078,0.068,0.064,0.062,0.098,0.116,0.137,0.148,0.15,3.033,6.555,12.536,20.141,27.567,1.337,1.995,2.765,3.486,4.117,0.009,0.006,0.005,0.004,0.004,0.956,0.906,0.819,0.708,0.606,1
0.597,0.491,0.41,0.348,0.32,0.154,0.133,0.119,0.11,0.107,0.044,0.053,0.061,0.064,0.065,1.55,3.021,5.354,8.291,10.235,0.928,1.33,1.783,2.241,2.501,0.024,0.018,0.014,0.012,0.011,0.899,0.802,0.647,0.447,0.324,1
0.545,0.466,0.394,0.332,0.296,0.138,0.123,0.111,0.101,0.097,0.048,0.055,0.063,0.067,0.067,2.097,3.478,5.642,8.62,11.331,1.1,1.44,1.857,2.322,2.683,0.019,0.015,0.012,0.01,0.009,0.883,0.805,0.684,0.517,0.355,1
0.499,0.418,0.36,0.307,0.272,0.127,0.113,0.104,0.096,0.092,0.064,0.073,0.082,0.085,0.086,2.901,5.109,7.963,11.713,15.359,1.301,1.734,2.172,2.656,3.069,0.016,0.013,0.011,0.009,0.008,0.869,0.77,0.642,0.477,0.327,1
0.603,0.516,0.44,0.392,0.374,0.171,0.153,0.139,0.133,0.132,0.043,0.05,0.056,0.055,0.054,1.48,2.603,4.245,5.818,6.797,0.908,1.228,1.592,1.882,2.026,0.029,0.023,0.019,0.018,0.018,0.882,0.791,0.653,0.511,0.43,1
0.557,0.463,0.382,0.318,0.286,0.142,0.124,0.11,0.102,0.099,0.059,0.069,0.08,0.087,0.084,1.949,3.648,6.488,10.317,13.959,1.058,1.468,1.972,2.506,2.912,0.02,0.015,0.012,0.01,0.01,0.908,0.827,0.69,0.494,0.282,1
0.45,0.344,0.267,0.221,0.186,0.095,0.08,0.07,0.066,0.064,0.104,0.122,0.144,0.154,0.152,3.844,8.3,15.859,24.345,34.0,1.524,2.262,3.138,3.905,4.643,0.009,0.006,0.005,0.004,0.004,0.932,0.853,0.719,0.562,0.355,1
0.554,0.45,0.364,0.307,0.27,0.13,0.112,0.099,0.092,0.089,0.056,0.065,0.075,0.081,0.082,2.067,4.059,7.152,10.658,14.37,1.081,1.543,2.085,2.577,3.009,0.017,0.013,0.01,0.009,0.008,0.909,0.82,0.68,0.517,0.355,1
0.536,0.429,0.339,0.268,0.234,0.093,0.079,0.069,0.061,0.057,0.101,0.117,0.137,0.148,0.153,2.275,4.58,8.751,15.094,22.336,1.145,1.655,2.309,3.066,3.709,0.009,0.006,0.005,0.004,0.003,0.974,0.948,0.901,0.831,0.756,1
0.508,0.392,0.305,0.249,0.215,0.1,0.084,0.072,0.065,0.062,0.101,0.118,0.136,0.145,0.146,2.928,6.6,13.336,22.956,31.643,1.283,1.939,2.755,3.612,4.289,0.01,0.007,0.005,0.004,0.004,0.945,0.875,0.746,0.556,0.377,1
0.508,0.441,0.397,0.349,0.3,0.118,0.107,0.101,0.095,0.092,0.059,0.065,0.072,0.077,0.077,2.721,4.296,6.063,8.423,11.762,1.257,1.591,1.889,2.249,2.693,0.014,0.011,0.01,0.009,0.008,0.899,0.839,0.771,0.681,0.562,1
0.606,0.498,0.402,0.332,0.276,0.141,0.12,0.104,0.094,0.088,0.063,0.075,0.089,0.096,0.095,1.576,3.238,6.28,10.822,16.172,0.912,1.328,1.863,2.466,3.059,0.02,0.014,0.011,0.009,0.008,0.941,0.878,0.763,0.588,0.376,1
0.417,0.364,0.32,0.282,0.261,0.107,0.099,0.093,0.088,0.086,0.081,0.09,0.098,0.1,0.095,4.814,7.095,10.17,13.532,17.147,1.711,2.079,2.493,2.899,3.253,0.011,0.01,0.009,0.008,0.007,0.806,0.714,0.587,0.436,0.274,1
0.385,0.31,0.248,0.195,0.16,0.06,0.053,0.047,0.043,0.041,0.161,0.184,0.214,0.237,0.239,6.605,11.735,20.268,33.852,59.242,1.95,2.624,3.49,4.543,5.987,0.004,0.003,0.002,0.002,0.002,0.967,0.941,0.899,0.834,0.728,1
0.401,0.329,0.263,0.223,0.19,0.092,0.081,0.074,0.068,0.067,0.095,0.108,0.123,0.132,0.132,5.331,9.067,15.278,24.348,33.425,1.808,2.374,3.107,3.907,4.608,0.008,0.007,0.005,0.005,0.004,0.861,0.764,0.6,0.361,0.122,1
0.566,0.479,0.4,0.335,0.291,0.133,0.117,0.104,0.095,0.09,0.061,0.072,0.084,0.09,0.089,1.845,3.213,5.518,8.772,11.926,1.027,1.38,1.825,2.322,2.741,0.018,0.014,0.011,0.009,0.008,0.924,0.867,0.771,0.634,0.507,1
0.482,0.389,0.31,0.254,0.233,0.103,0.09,0.079,0.072,0.071,0.083,0.096,0.112,0.121,0.121,3.152,6.01,11.023,17.973,21.8,1.364,1.9,2.591,3.336,3.689,0.011,0.008,0.006,0.005,0.005,0.921,0.848,0.719,0.539,0.442,1
0.489,0.388,0.307,0.247,0.2,0.089,0.075,0.065,0.058,0.052,0.103,0.123,0.148,0.167,0.173,2.924,5.88,11.245,19.629,31.351,1.323,1.897,2.633,3.485,4.412,0.008,0.006,0.004,0.003,0.003,0.961,0.921,0.849,0.739,0.591,1
0.51,0.405,0.327,0.267,0.228,0.108,0.093,0.082,0.075,0.07,0.087,0.103,0.123,0.136,0.136,2.762,5.741,10.822,18.248,27.628,1.261,1.833,2.511,3.269,4.045,0.012,0.009,0.007,0.006,0.005,0.939,0.874,0.76,0.592,0.382,1
0.482,0.385,0.307,0.242,0.176,0.069,0.06,0.053,0.049,0.044,0.124,0.144,0.171,0.189,0.197,3.229,6.429,11.682,20.113,39.154,1.377,1.96,2.66,3.509,4.997,0.005,0.004,0.003,0.002,0.002,0.985,0.971,0.948,0.915,0.854,1
0.469,0.359,0.281,0.233,0.208,0.099,0.083,0.073,0.067,0.065,0.086,0.101,0.116,0.12,0.119,3.495,7.666,14.872,23.254,29.964,1.437,2.15,3.001,3.781,4.314,0.01,0.007,0.005,0.005,0.004,0.915,0.813,0.633,0.418,0.247,1
0.613,0.531,0.454,0.39,0.341,0.145,0.129,0.116,0.107,0.105,0.055,0.064,0.072,0.076,0.078,1.422,2.442,3.982,6.13,8.601,0.881,1.176,1.523,1.912,2.286,0.021,0.017,0.014,0.011,0.011,0.938,0.893,0.824,0.73,0.634,1
0.385,0.311,0.256,0.208,0.177,0.072,0.063,0.057,0.051,0.048,0.183,0.206,0.234,0.251,0.247,6.843,12.733,23.512,41.709,63.765,1.974,2.68,3.575,4.668,5.754,0.005,0.004,0.003,0.003,0.002,0.944,0.895,0.806,0.655,0.471,1
0.636,0.546,0.469,0.398,0.349,0.163,0.144,0.129,0.118,0.113,0.045,0.052,0.062,0.066,0.067,1.217,2.166,3.643,5.549,8.112,0.809,1.108,1.452,1.832,2.222,0.027,0.021,0.017,0.014,0.013,0.925,0.865,0.772,0.652,0.493,1
0.562,0.477,0.411,0.36,0.291,0.113,0.1,0.091,0.087,0.086,0.061,0.07,0.08,0.084,0.083,1.907,3.29,5.187,7.359,11.392,1.045,1.395,1.759,2.115,2.7,0.013,0.01,0.008,0.008,0.007,0.955,0.922,0.876,0.829,0.766,1
0.494,0.378,0.286,0.255,0.217,0.085,0.071,0.061,0.057,0.055,0.109,0.13,0.153,0.161,0.163,2.938,6.609,13.08,19.572,28.776,1.315,1.995,2.846,3.421,4.175,0.007,0.005,0.004,0.003,0.003,0.967,0.926,0.852,0.778,0.689,1
0.487,0.367,0.283,0.218,0.154,0.061,0.05,0.043,0.039,0.038,0.165,0.196,0.233,0.256,0.255,3.563,8.329,16.499,29.696,49.832,1.395,2.156,3.08,4.198,5.625,0.004,0.003,0.002,0.002,0.001,0.99,0.976,0.954,0.922,0.892,1
0.56,0.465,0.39,0.331,0.261,0.11,0.096,0.086,0.08,0.077,0.067,0.078,0.092,0.097,0.098,1.984,3.671,5.976,9.104,14.988,1.059,1.468,1.899,2.361,3.102,0.012,0.009,0.007,0.006,0.006,0.961,0.927,0.881,0.821,0.722,1
0.564,0.465,0.388,0.345,0.296,0.109,0.094,0.084,0.08,0.076,0.069,0.081,0.093,0.1,0.103,1.934,3.642,6.21,8.992,12.442,1.044,1.462,1.927,2.317,2.771,0.012,0.009,0.007,0.006,0.006,0.959,0.923,0.868,0.81,0.745,1
